Year,Month,Day,Latitude,Longitude,Acres,Gcause,Scause,Agency,Flag,Ranked Acres,Ranked km2,pos,log(acres)
1991,3,9,37.46,-91.35,2,7,0,USFS,0,2,0.008094,16127,0.301029996
1991,3,9,37.45,-91.25,2,7,0,USFS,0,2,0.008094,16128,0.301029996
1991,3,10,37.65,-91.16,2,7,0,USFS,0,2,0.008094,16129,0.301029996
1991,3,12,37.79,-91.97,2,7,0,USFS,0,2,0.008094,16130,0.301029996
1991,3,23,37.07,-84.21,2,7,0,USFS,0,2,0.008094,16131,0.301029996
1991,3,25,36.85,-93.07,2,7,0,USFS,0,2,0.008094,16132,0.301029996
1991,3,26,37.82,-91.15,2,7,0,USFS,0,2,0.008094,16133,0.301029996
1991,6,17,37.46,-91.11,2,7,0,USFS,0,2,0.008094,16134,0.301029996
1991,7,6,37.46,-91.18,2,7,0,USFS,0,2,0.008094,16135,0.301029996
1991,7,26,37.5,-91.11,2,7,0,USFS,0,2,0.008094,16136,0.301029996
1991,10,30,38.65,-82.56,2,7,0,USFS,0,2,0.008094,16137,0.301029996
1991,10,31,35.5,-84.15,2,7,0,USFS,0,2,0.008094,16138,0.301029996
1991,11,1,37.18,-83.6,2,7,0,USFS,0,2,0.008094,16139,0.301029996
1991,11,6,37.15,-83.57,2,7,0,USFS,0,2,0.008094,16140,0.301029996
1991,11,10,37,-84.21,2,7,0,USFS,0,2,0.008094,16141,0.301029996
1991,11,11,37.03,-84.23,2,7,0,USFS,0,2,0.008094,16142,0.301029996
1991,11,18,36.71,-84.38,2,7,0,USFS,0,2,0.008094,16143,0.301029996
1991,12,8,36.83,-92.97,2,7,0,USFS,0,2,0.008094,16144,0.301029996
1992,1,30,37.45,-84.23,2,7,0,USFS,0,2,0.008094,16145,0.301029996
1992,2,5,37.37,-83.98,2,7,0,USFS,0,2,0.008094,16146,0.301029996
1992,2,11,36.74,-84.35,2,7,0,USFS,0,2,0.008094,16147,0.301029996
1992,2,21,37.45,-91.25,2,7,0,USFS,0,2,0.008094,16148,0.301029996
1992,2,29,36.81,-92.07,2,7,0,USFS,0,2,0.008094,16149,0.301029996
1992,3,9,38.6,-82.65,2,7,0,USFS,0,2,0.008094,16150,0.301029996
1992,3,26,37.69,-91.01,2,7,0,USFS,0,2,0.008094,16151,0.301029996
1992,4,1,37.67,-91.1,2,7,0,USFS,0,2,0.008094,16152,0.301029996
1992,4,3,36.92,-92.06,2,7,0,USFS,0,2,0.008094,16153,0.301029996
1992,4,4,36.53,-93.83,2,7,0,USFS,0,2,0.008094,16154,0.301029996
1992,4,5,36.8,-92.64,2,7,0,USFS,0,2,0.008094,16155,0.301029996
1992,9,19,37.42,-91.03,2,7,0,USFS,0,2,0.008094,16156,0.301029996
1992,10,9,37.77,-91.12,2,7,0,USFS,0,2,0.008094,16157,0.301029996
1992,10,9,37.74,-91.11,2,7,0,USFS,0,2,0.008094,16158,0.301029996
1993,2,5,37.41,-83.97,2,7,0,USFS,0,2,0.008094,16159,0.301029996
1993,2,5,37.02,-92.13,2,7,0,USFS,0,2,0.008094,16160,0.301029996
1993,2,7,37.47,-83.96,2,7,0,USFS,0,2,0.008094,16161,0.301029996
1993,2,8,37.03,-91.33,2,7,0,USFS,0,2,0.008094,16162,0.301029996
1993,2,9,36.98,-83.55,2,7,0,USFS,0,2,0.008094,16163,0.301029996
1993,2,10,36.76,-84.36,2,7,0,USFS,0,2,0.008094,16164,0.301029996
1993,2,11,38.67,-82.68,2,7,0,USFS,0,2,0.008094,16165,0.301029996
1993,3,9,36.83,-92.08,2,7,0,USFS,0,2,0.008094,16166,0.301029996
1993,3,28,36.83,-92.05,2,7,0,USFS,0,2,0.008094,16167,0.301029996
1993,4,11,37.49,-92.28,2,7,0,USFS,0,2,0.008094,16168,0.301029996
1993,4,19,35.4,-84.13,2,7,0,USFS,0,2,0.008094,16169,0.301029996
1993,4,23,36.86,-91.36,2,7,0,USFS,0,2,0.008094,16170,0.301029996
1993,4,24,35.34,-84.2,2,7,0,USFS,0,2,0.008094,16171,0.301029996
1993,5,12,37.47,-83.86,2,7,0,USFS,0,2,0.008094,16172,0.301029996
1993,7,19,36.08,-92.34,2,7,0,USFS,0,2,0.008094,16173,0.301029996
1993,7,31,36.96,-90.73,2,7,0,USFS,0,2,0.008094,16174,0.301029996
1993,12,12,37.45,-91.13,2,7,0,USFS,0,2,0.008094,16175,0.301029996
1994,1,9,36.72,-92.77,2,7,0,USFS,0,2,0.008094,16176,0.301029996
1994,2,18,37.87,-90.93,2,7,0,USFS,0,2,0.008094,16177,0.301029996
1994,2,18,36.95,-91.28,2,7,0,USFS,0,2,0.008094,16178,0.301029996
1994,3,3,37.82,-91.15,2,7,0,USFS,0,2,0.008094,16179,0.301029996
1994,3,4,37.75,-91.14,2,7,0,USFS,0,2,0.008094,16180,0.301029996
1994,3,6,36.62,-93.75,2,7,0,USFS,0,2,0.008094,16181,0.301029996
1994,3,13,35.88,-83.11,2,7,0,USFS,0,2,0.008094,16182,0.301029996
1994,3,14,37.92,-91.21,2,7,0,USFS,0,2,0.008094,16183,0.301029996
1994,3,15,37.74,-91.2,2,7,0,USFS,0,2,0.008094,16184,0.301029996
1994,3,18,36.83,-92.05,2,7,0,USFS,0,2,0.008094,16185,0.301029996
1994,3,19,37.43,-83.89,2,7,0,USFS,0,2,0.008094,16186,0.301029996
1994,3,19,37.1,-90.56,2,7,0,USFS,0,2,0.008094,16187,0.301029996
1994,3,19,37.08,-90.6,2,7,0,USFS,0,2,0.008094,16188,0.301029996
1994,3,21,36.66,-91.23,2,7,0,USFS,0,2,0.008094,16189,0.301029996
1994,3,21,36.7,-91.33,2,7,0,USFS,0,2,0.008094,16190,0.301029996
1994,3,24,37.6,-90.98,2,7,0,USFS,0,2,0.008094,16191,0.301029996
1994,3,31,37.56,-92.21,2,7,0,USFS,0,2,0.008094,16192,0.301029996
1994,4,4,37.62,-88.43,2,7,0,USFS,0,2,0.008094,16193,0.301029996
1994,4,19,37.57,-83.96,2,7,0,USFS,0,2,0.008094,16194,0.301029996
1994,4,24,36.63,-84.25,2,7,16,USFS,0,2,0.008094,16195,0.301029996
1994,6,27,36.76,-92.99,2,7,0,USFS,0,2,0.008094,16196,0.301029996
1994,10,5,37.06,-90.51,2,7,0,USFS,0,2,0.008094,16197,0.301029996
1994,11,1,35.96,-92.3,2,7,0,USFS,0,2,0.008094,16198,0.301029996
1994,11,15,35.3,-84.47,2,7,0,USFS,0,2,0.008094,16199,0.301029996
1994,11,21,36.92,-84.28,2,7,0,USFS,0,2,0.008094,16200,0.301029996
1994,12,1,37.68,-91.01,2,7,0,USFS,0,2,0.008094,16201,0.301029996
1995,2,7,36.8,-91.01,2,7,0,USFS,0,2,0.008094,16202,0.301029996
1995,2,22,37.24,-84.23,2,7,0,USFS,0,2,0.008094,16203,0.301029996
1995,2,22,37.86,-91.95,2,7,0,USFS,0,2,0.008094,16204,0.301029996
1995,2,23,37.98,-91.07,2,7,0,USFS,0,2,0.008094,16205,0.301029996
1995,2,24,35.92,-83.09,2,7,0,USFS,0,2,0.008094,16206,0.301029996
1995,2,24,37.57,-91.23,2,7,0,USFS,0,2,0.008094,16207,0.301029996
1995,2,24,37.53,-88.08,2,7,0,USFS,0,2,0.008094,16208,0.301029996
1995,3,12,37.76,-92.04,2,7,0,USFS,0,2,0.008094,16209,0.301029996
1995,3,15,36.81,-84.48,2,7,0,USFS,0,2,0.008094,16210,0.301029996
1995,3,16,37.64,-91.1,2,7,0,USFS,0,2,0.008094,16211,0.301029996
1995,3,18,36.77,-90.96,2,7,0,USFS,0,2,0.008094,16212,0.301029996
1995,3,18,36.74,-92.76,2,7,0,USFS,0,2,0.008094,16213,0.301029996
1995,3,20,35.22,-84.38,2,7,0,USFS,0,2,0.008094,16214,0.301029996
1995,3,21,37.52,-91.01,2,7,0,USFS,0,2,0.008094,16215,0.301029996
1995,3,21,36.57,-93.72,2,7,0,USFS,0,2,0.008094,16216,0.301029996
1995,3,22,36.61,-93.59,2,7,0,USFS,0,2,0.008094,16217,0.301029996
1995,3,23,37.83,-89.65,2,7,0,USFS,0,2,0.008094,16218,0.301029996
1995,3,25,35.34,-84.2,2,7,0,USFS,0,2,0.008094,16219,0.301029996
1995,3,26,37.38,-84.13,2,7,0,USFS,0,2,0.008094,16220,0.301029996
1995,3,26,37.42,-90.15,2,7,0,USFS,0,2,0.008094,16221,0.301029996
1995,3,26,37.7,-89.48,2,7,0,USFS,0,2,0.008094,16222,0.301029996
1995,3,27,36.66,-93.57,2,7,0,USFS,0,2,0.008094,16223,0.301029996
1995,4,2,37.35,-83.74,2,7,0,USFS,0,2,0.008094,16224,0.301029996
1995,4,2,36.92,-92.06,2,7,0,USFS,0,2,0.008094,16225,0.301029996
1995,4,2,36.85,-92.09,2,7,0,USFS,0,2,0.008094,16226,0.301029996
1995,4,4,39,-82,2,7,0,USFS,0,2,0.008094,16227,0.301029996
1995,4,5,38.69,-82.65,2,7,0,USFS,0,2,0.008094,16228,0.301029996
1995,4,8,36.7,-84.45,2,7,0,USFS,0,2,0.008094,16229,0.301029996
1995,4,8,36.87,-93.1,2,7,0,USFS,0,2,0.008094,16230,0.301029996
1995,4,8,38.6,-82.62,2,7,0,USFS,0,2,0.008094,16231,0.301029996
1995,4,9,36.61,-84.2,2,7,0,USFS,0,2,0.008094,16232,0.301029996
1995,4,13,36.7,-84.36,2,7,0,USFS,0,2,0.008094,16233,0.301029996
1995,4,15,37,-84.21,2,7,0,USFS,0,2,0.008094,16234,0.301029996
1995,10,17,37.73,-91.12,2,7,0,USFS,0,2,0.008094,16235,0.301029996
1995,11,9,37.57,-83.96,2,7,0,USFS,0,2,0.008094,16236,0.301029996
1996,2,14,37.03,-92.02,2,7,18,USFS,0,2,0.008094,16237,0.301029996
1996,2,14,37.52,-91.33,2,7,18,USFS,0,2,0.008094,16238,0.301029996
1996,2,17,36.93,-92.9,2,7,18,USFS,0,2,0.008094,16239,0.301029996
1996,2,18,36.92,-91.99,2,7,18,USFS,0,2,0.008094,16240,0.301029996
1996,2,24,37.78,-83.6,2,7,30,USFS,0,2,0.008094,16241,0.301029996
1996,2,25,37.5,-88.42,2,7,30,USFS,0,2,0.008094,16242,0.301029996
1996,3,1,37.54,-91.05,2,7,18,USFS,0,2,0.008094,16243,0.301029996
1996,3,12,37.67,-92.36,2,7,30,USFS,0,2,0.008094,16244,0.301029996
1996,3,14,37.4,-84.03,2,7,18,USFS,0,2,0.008094,16245,0.301029996
1996,4,4,37.48,-83.99,2,7,18,USFS,0,2,0.008094,16246,0.301029996
1996,4,11,37.82,-83.7,2,7,19,USFS,0,2,0.008094,16247,0.301029996
1996,4,12,36.74,-84.37,2,7,30,USFS,0,2,0.008094,16248,0.301029996
1996,4,18,36.53,-93.85,2,7,3,USFS,0,2,0.008094,16249,0.301029996
1996,4,29,35.52,-84.13,2,7,18,USFS,0,2,0.008094,16250,0.301029996
1996,10,31,37.54,-83.9,2,7,18,USFS,0,2,0.008094,16251,0.301029996
1996,11,16,37.31,-84.23,2,7,30,USFS,0,2,0.008094,16252,0.301029996
1997,1,5,36.08,-92.33,2,7,30,USFS,0,2,0.008094,16253,0.301029996
1997,3,11,36.14,-94.41,2,7,30,USFS,0,2,0.008094,16254,0.301029996
1997,3,24,37.07,-90.54,2,7,18,USFS,0,2,0.008094,16255,0.301029996
1997,3,29,37.01,-91.31,2,7,18,USFS,0,2,0.008094,16256,0.301029996
1997,3,29,37.08,-90.55,2,7,18,USFS,0,2,0.008094,16257,0.301029996
1997,4,11,35.96,-83.04,2,7,30,USFS,0,2,0.008094,16258,0.301029996
1997,4,18,35.93,-83.1,2,7,19,USFS,0,2,0.008094,16259,0.301029996
1997,4,23,37.06,-90.52,2,7,19,USFS,0,2,0.008094,16260,0.301029996
1997,4,30,37.11,-90.54,2,7,19,USFS,0,2,0.008094,16261,0.301029996
1997,4,30,37.1,-90.54,2,7,19,USFS,0,2,0.008094,16262,0.301029996
1997,4,30,37.1,-90.53,2,7,19,USFS,0,2,0.008094,16263,0.301029996
1997,10,31,36.84,-92.01,2,7,15,USFS,0,2,0.008094,16264,0.301029996
1998,2,23,36.73,-91.25,2,7,18,USFS,0,2,0.008094,16265,0.301029996
1998,3,28,36.85,-93.12,2,7,18,USFS,0,2,0.008094,16266,0.301029996
1998,3,30,38.65,-82.59,2,7,19,USFS,0,2,0.008094,16267,0.301029996
1998,4,2,37.22,-88.56,2,7,18,USFS,0,2,0.008094,16268,0.301029996
1998,4,5,37.01,-91.31,2,7,18,USFS,0,2,0.008094,16269,0.301029996
1998,4,8,37.86,-91.95,2,7,30,USFS,0,2,0.008094,16270,0.301029996
1998,4,11,36.8,-91.08,2,7,18,USFS,0,2,0.008094,16271,0.301029996
1998,5,2,36.05,-92.33,2,7,30,USFS,0,2,0.008094,16272,0.301029996
1998,8,24,36.9,-91.15,2,7,12,USFS,0,2,0.008094,16273,0.301029996
1999,1,29,37.13,-83.45,2,7,19,USFS,0,2,0.008094,16274,0.301029996
1999,2,15,36.58,-92.81,2,7,18,USFS,0,2,0.008094,16275,0.301029996
1999,2,24,36.91,-91.46,2,7,18,USFS,0,2,0.008094,16276,0.301029996
1999,3,17,36.71,-84.63,2,7,30,USFS,0,2,0.008094,16277,0.301029996
1999,3,18,35.84,-83.12,2,7,30,USFS,0,2,0.008094,16278,0.301029996
1999,3,27,36.05,-92.35,2,7,30,USFS,0,2,0.008094,16279,0.301029996
1999,3,27,39.01,-86.25,2,7,19,USFS,0,2,0.008094,16280,0.301029996
1999,3,30,36.8,-92.63,2,7,18,USFS,0,2,0.008094,16281,0.301029996
1999,3,31,36.6,-92.88,2,7,18,USFS,0,2,0.008094,16282,0.301029996
1999,4,4,37.35,-84,2,7,18,USFS,0,2,0.008094,16283,0.301029996
1999,4,11,36.78,-92.63,2,7,18,USFS,0,2,0.008094,16284,0.301029996
1999,4,20,36.8,-92.6,2,7,18,USFS,0,2,0.008094,16285,0.301029996
1999,4,24,37.56,-83.96,2,7,19,USFS,0,2,0.008094,16286,0.301029996
1999,5,3,37.46,-83.95,2,7,18,USFS,0,2,0.008094,16287,0.301029996
1999,5,4,35.32,-84.31,2,7,19,USFS,0,2,0.008094,16288,0.301029996
1999,8,31,37.45,-83.91,2,7,8,USFS,0,2,0.008094,16289,0.301029996
1999,9,1,37.66,-83.85,2,7,18,USFS,0,2,0.008094,16290,0.301029996
1999,9,1,37.5,-83.86,2,7,8,USFS,0,2,0.008094,16291,0.301029996
1999,9,2,37.48,-83.98,2,7,18,USFS,0,2,0.008094,16292,0.301029996
1999,9,13,35.27,-84.27,2,7,19,USFS,0,2,0.008094,16293,0.301029996
1999,9,19,35.29,-84.25,2,7,19,USFS,0,2,0.008094,16294,0.301029996
1999,10,28,37.25,-90.88,2,7,19,USFS,0,2,0.008094,16295,0.301029996
1999,10,31,37.01,-83.68,2,7,18,USFS,0,2,0.008094,16296,0.301029996
1999,11,4,36.65,-92.71,2,7,27,USFS,0,2,0.008094,16297,0.301029996
1999,11,10,35.13,-84.5,2,7,18,USFS,0,2,0.008094,16298,0.301029996
1999,11,14,36.8,-93.08,2,7,18,USFS,0,2,0.008094,16299,0.301029996
1999,11,14,37.52,-91.12,2,7,30,USFS,0,2,0.008094,16300,0.301029996
1999,11,16,37.48,-83.93,2,7,18,USFS,0,2,0.008094,16301,0.301029996
1999,11,18,37.41,-90.75,2,7,18,USFS,0,2,0.008094,16302,0.301029996
1999,11,19,36.93,-90.45,2,7,19,USFS,0,2,0.008094,16303,0.301029996
1999,11,26,39,-86.44,2,7,19,USFS,0,2,0.008094,16304,0.301029996
1999,12,2,38.68,-82.68,2,7,19,USFS,0,2,0.008094,16305,0.301029996
2000,3,5,37.73,-91.78,2,7,30,USFS,0,2,0.008094,16306,0.301029996
2000,3,6,37.15,-83.68,2,7,19,USFS,0,2,0.008094,16307,0.301029996
2000,3,7,37.9,-91.1,2,7,19,USFS,0,2,0.008094,16308,0.301029996
2000,3,9,36.86,-93.06,2,7,19,USFS,0,2,0.008094,16309,0.301029996
2000,3,15,37.81,-83.61,2,7,19,USFS,0,2,0.008094,16310,0.301029996
2000,3,17,37.65,-92.01,2,7,30,USFS,0,2,0.008094,16311,0.301029996
2000,4,9,36.83,-92.95,2,7,19,USFS,0,2,0.008094,16312,0.301029996
2000,4,9,36.93,-90.41,2,7,19,USFS,0,2,0.008094,16313,0.301029996
2000,4,27,36.93,-91.13,2,7,19,USFS,0,2,0.008094,16314,0.301029996
2000,4,30,35.98,-92.28,2,7,30,USFS,0,2,0.008094,16315,0.301029996
2000,5,2,37.25,-83.51,2,7,18,USFS,0,2,0.008094,16316,0.301029996
2000,5,6,38.78,-82.61,2,7,19,USFS,0,2,0.008094,16317,0.301029996
2000,10,11,37,-83.51,2,7,19,USFS,0,2,0.008094,16318,0.301029996
2000,10,31,39.03,-86.36,2,7,19,USFS,0,2,0.008094,16319,0.301029996
2000,11,6,37.13,-83.65,2,7,18,USFS,0,2,0.008094,16320,0.301029996
1970,1,31,35.8,-93.19,2,7,18,USFS,1,2,0.008094,16321,0.301029996
1970,2,14,35.98,-81.6,2,7,18,USFS,0,2,0.008094,16322,0.301029996
1970,2,21,35.63,-93.07,2,7,18,USFS,1,2,0.008094,16323,0.301029996
1970,2,22,35.15,-82.85,2,7,30,USFS,0,2,0.008094,16324,0.301029996
1970,4,11,37.8,-79.66,2,7,18,USFS,0,2,0.008094,16325,0.301029996
1970,4,11,35.6,-94.41,2,7,18,USFS,1,2,0.008094,16326,0.301029996
1970,4,13,35.66,-94.41,2,7,18,USFS,1,2,0.008094,16327,0.301029996
1970,4,13,35.72,-94.41,2,7,18,USFS,1,2,0.008094,16328,0.301029996
1970,4,15,35.6,-93.55,2,7,18,USFS,1,2,0.008094,16329,0.301029996
1970,4,18,34.8,-84,2,7,19,USFS,0,2,0.008094,16330,0.301029996
1970,4,21,35.18,-84.26,2,7,19,USFS,0,2,0.008094,16331,0.301029996
1970,4,23,35.11,-82.86,2,7,30,USFS,0,2,0.008094,16332,0.301029996
1970,11,11,35.7,-94.33,2,7,20,USFS,1,2,0.008094,16333,0.301029996
1970,11,20,37.26,-80.46,2,7,20,USFS,0,2,0.008094,16334,0.301029996
1970,11,22,34.98,-84.01,2,7,20,USFS,0,2,0.008094,16335,0.301029996
1970,11,27,35.72,-94.44,2,7,18,USFS,1,2,0.008094,16336,0.301029996
1970,11,29,35.72,-94.44,2,7,18,USFS,1,2,0.008094,16337,0.301029996
1970,12,5,34.76,-83.93,2,7,18,USFS,0,2,0.008094,16338,0.301029996
1970,12,6,38.95,-78.3,2,7,30,USFS,0,2,0.008094,16339,0.301029996
1970,12,27,35.67,-94.37,2,7,18,USFS,1,2,0.008094,16340,0.301029996
1971,2,13,35.53,-93.11,2,7,20,USFS,1,2,0.008094,16341,0.301029996
1971,3,11,35.72,-94.48,2,7,18,USFS,1,2,0.008094,16342,0.301029996
1971,3,21,35.6,-93.05,2,7,18,USFS,1,2,0.008094,16343,0.301029996
1971,4,1,35.98,-82.85,2,7,18,USFS,0,2,0.008094,16344,0.301029996
1971,4,1,35.66,-93.07,2,7,18,USFS,1,2,0.008094,16345,0.301029996
1971,4,4,35.67,-94.44,2,7,18,USFS,1,2,0.008094,16346,0.301029996
1971,4,8,35.86,-93.39,2,7,20,USFS,1,2,0.008094,16347,0.301029996
1971,4,9,34.76,-83.13,2,7,19,USFS,0,2,0.008094,16348,0.301029996
1971,4,12,35.88,-93.2,2,7,30,USFS,1,2,0.008094,16349,0.301029996
1971,4,13,36.9,-82.53,2,7,30,USFS,0,2,0.008094,16350,0.301029996
1971,4,13,38.55,-78.65,2,7,30,USFS,0,2,0.008094,16351,0.301029996
1971,4,14,36.11,-82.43,2,7,19,USFS,0,2,0.008094,16352,0.301029996
1971,4,14,35.03,-84.08,2,7,30,USFS,0,2,0.008094,16353,0.301029996
1971,4,17,35.98,-82.81,2,7,30,USFS,0,2,0.008094,16354,0.301029996
1971,4,18,36.2,-82.1,2,7,22,USFS,0,2,0.008094,16355,0.301029996
1971,4,18,35.16,-84.05,2,7,30,USFS,0,2,0.008094,16356,0.301029996
1971,4,20,34.7,-83.76,2,7,18,USFS,0,2,0.008094,16357,0.301029996
1971,4,28,35.18,-82.93,2,7,30,USFS,0,2,0.008094,16358,0.301029996
1971,4,29,38.15,-80.01,2,7,30,USFS,0,2,0.008094,16359,0.301029996
1971,5,4,34.98,-83.41,2,7,19,USFS,0,2,0.008094,16360,0.301029996
1971,5,21,35.18,-83.65,2,7,18,USFS,0,2,0.008094,16361,0.301029996
1971,5,22,38.65,-79.55,2,7,18,USFS,0,2,0.008094,16362,0.301029996
1971,10,29,35.83,-93.14,2,7,20,USFS,1,2,0.008094,16363,0.301029996
1971,10,31,35.68,-93.92,2,7,18,USFS,1,2,0.008094,16364,0.301029996
1971,11,16,37.98,-80.23,2,7,18,USFS,0,2,0.008094,16365,0.301029996
1971,11,17,38.21,-79.9,2,7,30,USFS,0,2,0.008094,16366,0.301029996
1972,3,16,35.66,-94.37,2,7,18,USFS,1,2,0.008094,16367,0.301029996
1972,3,18,35.74,-93.23,2,7,30,USFS,1,2,0.008094,16368,0.301029996
1972,3,19,35.69,-94.39,2,7,18,USFS,1,2,0.008094,16369,0.301029996
1972,4,29,36.31,-82.03,2,7,18,USFS,0,2,0.008094,16370,0.301029996
1972,5,1,36.41,-82.21,2,7,30,USFS,0,2,0.008094,16371,0.301029996
1972,11,12,35.83,-83.13,2,7,19,USFS,0,2,0.008094,16372,0.301029996
1973,2,24,34.91,-83.86,2,7,20,USFS,0,2,0.008094,16373,0.301029996
1973,4,14,35.4,-83.6,2,7,30,USFS,0,2,0.008094,16374,0.301029996
1973,12,1,35.7,-92.98,2,7,18,USFS,1,2,0.008094,16375,0.301029996
1973,12,2,34.65,-84.25,2,7,20,USFS,0,2,0.008094,16376,0.301029996
1974,2,11,35.51,-92.86,2,7,18,USFS,1,2,0.008094,16377,0.301029996
1974,2,25,35.73,-94.48,2,7,19,USFS,1,2,0.008094,16378,0.301029996
1974,3,4,38.73,-79.03,2,7,30,USFS,0,2,0.008094,16379,0.301029996
1974,3,31,35.75,-93.34,2,7,30,USFS,1,2,0.008094,16380,0.301029996
1974,4,27,36.83,-82.58,2,7,20,USFS,0,2,0.008094,16381,0.301029996
1974,4,27,35.25,-83.38,2,7,30,USFS,0,2,0.008094,16382,0.301029996
1974,10,12,34.8,-84.61,2,7,18,USFS,0,2,0.008094,16383,0.301029996
1974,10,26,34.9,-84.5,2,7,30,USFS,0,2,0.008094,16384,0.301029996
1974,10,26,35.69,-94.05,2,7,20,USFS,1,2,0.008094,16385,0.301029996
1974,10,26,35.2,-82.91,2,7,30,USFS,0,2,0.008094,16386,0.301029996
1974,10,28,36.41,-82.16,2,7,18,USFS,0,2,0.008094,16387,0.301029996
1974,10,28,35.08,-84.41,2,7,18,USFS,0,2,0.008094,16388,0.301029996
1974,11,2,35.11,-83.88,2,7,19,USFS,0,2,0.008094,16389,0.301029996
1974,11,3,35.15,-82.85,2,7,30,USFS,0,2,0.008094,16390,0.301029996
1974,11,10,35.1,-84.08,2,7,19,USFS,0,2,0.008094,16391,0.301029996
1974,11,27,38.76,-79.13,2,7,9,USFS,0,2,0.008094,16392,0.301029996
1974,11,30,37.53,-79.6,2,7,9,USFS,0,2,0.008094,16393,0.301029996
1975,1,22,35.63,-82.25,2,7,30,USFS,0,2,0.008094,16394,0.301029996
1975,1,28,34.88,-83.33,2,7,18,USFS,0,2,0.008094,16395,0.301029996
1975,2,28,38.93,-78.65,2,7,20,USFS,0,2,0.008094,16396,0.301029996
1975,3,25,34.93,-83.18,2,7,18,USFS,0,2,0.008094,16397,0.301029996
1975,4,5,35.71,-93.16,2,7,30,USFS,1,2,0.008094,16398,0.301029996
1975,4,11,34.9,-84.5,2,7,30,USFS,0,2,0.008094,16399,0.301029996
1975,4,11,35.18,-84.18,2,7,19,USFS,0,2,0.008094,16400,0.301029996
1975,4,12,35.18,-82.85,2,7,30,USFS,0,2,0.008094,16401,0.301029996
1975,4,13,35.16,-84.4,2,7,18,USFS,0,2,0.008094,16402,0.301029996
1975,4,13,35.56,-92.78,2,7,30,USFS,0,2,0.008094,16403,0.301029996
1975,4,20,37.71,-80.13,2,7,30,USFS,0,2,0.008094,16404,0.301029996
1975,11,1,36.9,-81.4,2,7,19,USFS,0,2,0.008094,16405,0.301029996
1975,11,1,35.66,-93.55,2,7,20,USFS,1,2,0.008094,16406,0.301029996
1975,11,3,36.21,-82.11,2,7,18,USFS,0,2,0.008094,16407,0.301029996
1975,11,3,37.25,-80.5,2,7,19,USFS,0,2,0.008094,16408,0.301029996
1975,11,4,36.26,-82.21,2,7,18,USFS,0,2,0.008094,16409,0.301029996
1975,11,12,35.66,-94.48,2,7,18,USFS,1,2,0.008094,16410,0.301029996
1975,11,29,38.23,-79.05,2,7,10,USFS,0,2,0.008094,16411,0.301029996
1975,12,13,34.7,-84.05,2,7,18,USFS,0,2,0.008094,16412,0.301029996
1975,12,24,34.71,-83.91,2,7,18,USFS,0,2,0.008094,16413,0.301029996
1976,1,15,37.6,-79.5,2,7,30,USFS,0,2,0.008094,16414,0.301029996
1976,1,22,34.96,-83.08,2,7,18,USFS,0,2,0.008094,16415,0.301029996
1976,2,12,34.78,-83.4,2,7,18,USFS,0,2,0.008094,16416,0.301029996
1976,2,12,35.35,-82.86,2,7,18,USFS,0,2,0.008094,16417,0.301029996
1976,2,14,35.05,-84.46,2,7,18,USFS,0,2,0.008094,16418,0.301029996
1976,2,15,35.16,-82.83,2,7,30,USFS,0,2,0.008094,16419,0.301029996
1976,2,19,35.43,-83.78,2,7,30,USFS,0,2,0.008094,16420,0.301029996
1976,2,20,34.86,-83.35,2,7,18,USFS,0,2,0.008094,16421,0.301029996
1976,2,28,34.91,-83.78,2,7,18,USFS,0,2,0.008094,16422,0.301029996
1976,2,28,34.95,-83.18,2,7,19,USFS,0,2,0.008094,16423,0.301029996
1976,2,28,35.65,-93.99,2,7,18,USFS,1,2,0.008094,16424,0.301029996
1976,3,1,34.76,-83.65,2,7,18,USFS,0,2,0.008094,16425,0.301029996
1976,3,2,34.7,-84.03,2,7,18,USFS,0,2,0.008094,16426,0.301029996
1976,3,2,35.28,-83.86,2,7,30,USFS,0,2,0.008094,16427,0.301029996
1976,3,3,35.2,-84.2,2,7,19,USFS,0,2,0.008094,16428,0.301029996
1976,3,4,34.7,-84.06,2,7,18,USFS,0,2,0.008094,16429,0.301029996
1976,3,4,35.16,-84.4,2,7,18,USFS,0,2,0.008094,16430,0.301029996
1976,3,5,35.86,-82.85,2,7,19,USFS,0,2,0.008094,16431,0.301029996
1976,3,7,36.21,-82.11,2,7,18,USFS,0,2,0.008094,16432,0.301029996
1976,3,14,34.76,-84.15,2,7,30,USFS,0,2,0.008094,16433,0.301029996
1976,3,19,35.15,-84.3,2,7,21,USFS,0,2,0.008094,16434,0.301029996
1976,3,28,35.75,-82.38,2,7,18,USFS,0,2,0.008094,16435,0.301029996
1976,4,6,34.63,-84.03,2,7,18,USFS,0,2,0.008094,16436,0.301029996
1976,4,6,34.81,-83.28,2,7,18,USFS,0,2,0.008094,16437,0.301029996
1976,4,7,35.16,-84.3,2,7,18,USFS,0,2,0.008094,16438,0.301029996
1976,4,9,35.3,-84.23,2,7,18,USFS,0,2,0.008094,16439,0.301029996
1976,4,9,36.01,-82.7,2,7,19,USFS,0,2,0.008094,16440,0.301029996
1976,4,10,35.23,-84.28,2,7,18,USFS,0,2,0.008094,16441,0.301029996
1976,4,11,36.36,-82.01,2,7,18,USFS,0,2,0.008094,16442,0.301029996
1976,4,13,35.23,-84.28,2,7,18,USFS,0,2,0.008094,16443,0.301029996
