Year,Month,Day,Latitude,Longitude,Acres,Gcause,Scause,Agency,Flag,Ranked Acres,Ranked km2,pos,log(acres)
2000,8,3,43.78,-121.42,552,7,19,USFS,0,552,2.233944,316,2.741939078
1981,4,17,34.86,-76.9,550,7,19,USFS,0,550,2.22585,317,2.740362689
1991,12,24,31.08,-89.13,550,7,0,USFS,0,550,2.22585,318,2.740362689
1974,7,21,36.17,-121.22,550,7,14,USFS,1,550,2.22585,319,2.740362689
1990,10,20,34.23,-117.47,550,7,0,USFS,0,550,2.22585,320,2.740362689
1987,10,31,37.05,-83.6,548,7,0,USFS,0,548,2.217756,321,2.738780558
1996,8,22,33.89,-116.79,548,7,19,USFS,0,548,2.217756,322,2.738780558
1999,11,18,37.8,-83.68,540,7,18,USFS,0,540,2.18538,323,2.73239376
1989,11,13,37.24,-83.62,525,7,0,USFS,0,525,2.124675,324,2.720159303
1993,2,4,32.83,-87.26,525,7,0,USFS,0,525,2.124675,325,2.720159303
1971,1,29,32.71,-105.7,525,7,30,USFS,1,525,2.124675,326,2.720159303
1997,9,22,34.15,-117.18,521,7,18,USFS,0,521,2.108487,327,2.716837723
1970,10,27,33,-116.61,520,7,19,USFS,1,520,2.10444,328,2.716003344
1992,2,28,36.76,-91.04,518,7,0,USFS,0,518,2.096346,329,2.71432976
1993,5,12,35.45,-118.78,517,7,0,USFS,0,517,2.092299,330,2.713490543
1987,10,31,37.14,-83.49,514,7,0,USFS,0,514,2.080158,331,2.710963119
1975,6,9,36.13,-118.78,510,7,19,USFS,1,510,2.06397,332,2.707570176
1999,12,31,34.66,-94.86,502,7,19,USFS,0,502,2.031594,333,2.700703717
1986,3,25,36.95,-91.43,500,7,0,USFS,0,500,2.0235,334,2.698970004
2000,10,30,36.86,-84.35,500,7,30,USFS,0,500,2.0235,335,2.698970004
1987,11,8,35.2,-84.22,500,7,0,USFS,0,500,2.0235,336,2.698970004
1988,2,22,30.54,-89.11,500,7,0,USFS,0,500,2.0235,337,2.698970004
1989,11,27,34.88,-94.56,500,7,0,USFS,0,500,2.0235,338,2.698970004
1995,4,10,34.75,-76.96,500,7,0,USFS,0,500,2.0235,339,2.698970004
1992,7,10,42.42,-121.85,500,7,0,USFS,0,500,2.0235,340,2.698970004
1978,8,24,39.35,-120.13,500,7,19,USFS,1,500,2.0235,341,2.698970004
1993,7,14,36.97,-119.34,500,7,0,USFS,0,500,2.0235,342,2.698970004
1993,10,27,33.47,-117.02,500,7,0,USFS,0,500,2.0235,343,2.698970004
1976,4,11,35.51,-79.95,494,7,18,USFS,0,494,1.999218,344,2.693726949
2000,9,13,32.7,-116.72,494,7,19,USFS,0,494,1.999218,345,2.693726949
1988,3,20,32.18,-89.49,490.7,7,0,USFS,0,490.7,1.9858629,346,2.690816058
1998,12,6,31.65,-92.54,490,7,30,USFS,0,490,1.98303,347,2.69019608
1996,1,26,33.81,-94.75,488,7,18,USFS,0,488,1.974936,348,2.688419822
1993,7,11,34.31,-117.46,485,7,0,USFS,0,485,1.962795,349,2.685741739
1981,9,14,32.95,-116.82,483,7,19,USFS,1,483,1.954701,350,2.683947131
1974,11,4,34.83,-84.58,482,7,18,USFS,0,482,1.950654,351,2.683047038
1980,7,16,34.49,-118.39,482,7,19,USFS,1,482,1.950654,352,2.683047038
1986,3,5,32.33,-89.56,481,7,0,USFS,0,481,1.946607,353,2.682145076
1991,11,2,37.24,-83.52,480,7,0,USFS,0,480,1.94256,354,2.681241237
1990,9,21,30.08,-84.63,472,7,0,USFS,0,472,1.910184,355,2.673941999
1988,4,21,37.63,-91.13,461.4,7,0,USFS,0,461.4,1.8672858,356,2.66407759
1979,5,15,42.22,-121.22,460,7,17,USFS,1,460,1.86162,357,2.662757832
1998,4,12,37.75,-91.14,459,7,19,USFS,0,459,1.857573,358,2.661812686
1976,4,6,35.05,-84.43,456,7,18,USFS,0,456,1.845432,359,2.658964843
1987,11,4,37.32,-83.52,450,7,0,USFS,0,450,1.82115,360,2.653212514
1991,10,25,37.01,-83.55,450,7,0,USFS,0,450,1.82115,361,2.653212514
1999,11,18,37.81,-83.66,450,7,18,USFS,0,450,1.82115,362,2.653212514
1987,9,6,33.75,-94.65,450,7,0,USFS,0,450,1.82115,363,2.653212514
1987,6,23,34.49,-112.02,450,7,0,USFS,0,450,1.82115,364,2.653212514
1996,6,16,36.03,-115.57,450,7,19,USFS,0,450,1.82115,365,2.653212514
2000,4,21,32.4,-110.61,450,7,30,USFS,0,450,1.82115,366,2.653212514
1998,5,9,30.01,-84.94,448,7,30,USFS,0,448,1.813056,367,2.651278014
2000,2,8,31.09,-86.75,447,7,30,USFS,0,447,1.809009,368,2.650307523
1976,11,5,37.66,-120,447,7,14,USFS,1,447,1.809009,369,2.650307523
1994,11,5,37.15,-83.47,443,7,0,USFS,0,443,1.792821,370,2.646403726
1981,2,27,36.76,-84.56,442,7,18,USFS,0,442,1.788774,371,2.645422269
1989,4,22,37.58,-91.06,441,7,0,USFS,0,441,1.784727,372,2.644438589
1999,9,30,33.82,-117.63,440,7,19,USFS,0,440,1.78068,373,2.643452676
1999,9,18,44.66,-121.23,438,7,19,USFS,0,438,1.772586,374,2.641474111
1981,3,2,34.58,-84.01,435,7,18,USFS,0,435,1.760445,375,2.638489257
1991,11,1,37.27,-83.78,430,7,0,USFS,0,430,1.74021,376,2.633468456
1974,5,25,35.55,-118.58,430,7,19,USFS,1,430,1.74021,377,2.633468456
1995,9,28,31.78,-92.86,429,7,0,USFS,0,429,1.736163,378,2.632457292
2000,4,5,36.98,-92.13,425,7,19,USFS,0,425,1.719975,379,2.62838893
1985,6,10,37.06,-119.47,425,7,19,USFS,1,425,1.719975,380,2.62838893
1996,9,30,33.91,-116.84,423,7,19,USFS,0,423,1.711881,381,2.626340367
1978,3,15,31.2,-93.71,421,7,18,USFS,0,421,1.703787,382,2.624282096
1995,11,22,36.61,-92.8,420,7,0,USFS,0,420,1.69974,383,2.62324929
1987,11,5,36.31,-82.01,420,7,0,USFS,0,420,1.69974,384,2.62324929
1988,3,14,31.06,-88.89,420,7,0,USFS,0,420,1.69974,385,2.62324929
1990,9,10,30,-84.95,420,7,0,USFS,0,420,1.69974,386,2.62324929
1978,7,16,34.5,-118.42,420,7,19,USFS,1,420,1.69974,387,2.62324929
1990,6,28,34.14,-117.74,420,7,0,USFS,0,420,1.69974,388,2.62324929
1987,11,5,37.44,-84.28,415,7,0,USFS,0,415,1.679505,389,2.618048097
1983,9,29,31.08,-89.16,414,7,30,USFS,0,414,1.675458,390,2.617000341
1999,11,8,31.06,-88.86,414,7,18,USFS,0,414,1.675458,391,2.617000341
1991,9,6,40.5,-123.09,409,7,0,USFS,0,409,1.655223,392,2.611723308
1995,1,18,29.92,-84.98,407,7,0,USFS,0,407,1.647129,393,2.609594409
1983,4,27,34.9,-83.16,406,7,18,USFS,0,406,1.643082,394,2.608526034
1990,2,12,34.94,-92.85,406,7,0,USFS,0,406,1.643082,395,2.608526034
1999,11,10,37.43,-84.23,404,7,8,USFS,0,404,1.634988,396,2.606381365
1970,5,17,39.79,-111.42,404,7,20,USFS,1,404,1.634988,397,2.606381365
1985,3,11,33.06,-79.68,403,7,30,USFS,0,403,1.630941,398,2.605305046
1988,7,8,36.09,-82.7,401,7,0,USFS,0,401,1.622847,399,2.603144373
1995,4,6,37.35,-83.7,400,7,0,USFS,0,400,1.6188,400,2.602059991
1988,3,20,34.58,-89.38,400,7,0,USFS,0,400,1.6188,401,2.602059991
1989,12,4,31.26,-92.78,400,7,0,USFS,0,400,1.6188,402,2.602059991
1974,9,26,40.43,-123.52,400,7,19,USFS,1,400,1.6188,403,2.602059991
1984,5,6,34.43,-118.35,400,7,19,USFS,1,400,1.6188,404,2.602059991
1985,8,30,34.3,-118.39,400,7,19,USFS,1,400,1.6188,405,2.602059991
1987,9,9,37.62,-119.95,400,7,0,USFS,0,400,1.6188,406,2.602059991
1992,9,8,33.98,-116.83,400,7,0,USFS,0,400,1.6188,407,2.602059991
1979,6,24,33.47,-111.45,400,7,19,USFS,1,400,1.6188,408,2.602059991
1996,8,11,46.29,-113.94,398,7,19,USFS,0,398,1.610706,409,2.599883072
1973,8,2,47.01,-112.6,397,7,19,USFS,15,397,1.606659,410,2.598790507
1979,11,21,35.08,-84.51,395,7,19,USFS,0,395,1.598565,411,2.596597096
1987,3,25,37.27,-83.49,391,7,0,USFS,0,391,1.582377,412,2.592176757
2000,3,9,38.45,-79.13,390,7,30,USFS,0,390,1.57833,413,2.591064607
1986,3,23,34.56,-89.43,390,7,0,USFS,0,390,1.57833,414,2.591064607
1990,11,25,37.24,-83.49,387,7,0,USFS,0,387,1.566189,415,2.587710965
1983,2,19,35.69,-94.48,386,7,19,USFS,1,386,1.562142,416,2.586587305
1977,8,8,39.82,-120.4,384,7,19,USFS,1,384,1.554048,417,2.584331224
1988,3,26,36.77,-91.1,382,7,0,USFS,0,382,1.545954,418,2.582063363
1988,2,29,32.14,-89.31,380.3,7,0,USFS,0,380.3,1.5390741,419,2.580126325
1988,1,28,31.59,-90.82,380,7,0,USFS,0,380,1.53786,420,2.579783597
1978,7,2,33.9,-116.8,380,7,19,USFS,1,380,1.53786,421,2.579783597
1993,3,9,31,-93.03,377,7,0,USFS,0,377,1.525719,422,2.57634135
1989,10,29,36.91,-91.48,376,7,0,USFS,0,376,1.521672,423,2.575187845
1986,3,25,37.66,-92.38,375.1,7,0,USFS,0,375.1,1.5180297,424,2.574147064
1989,3,15,36.98,-83.51,375,7,0,USFS,0,375,1.517625,425,2.574031268
1981,1,4,31.18,-93.63,375,7,18,USFS,0,375,1.517625,426,2.574031268
1989,9,15,40.43,-123.46,375,7,0,USFS,0,375,1.517625,427,2.574031268
1978,4,1,35.2,-84.21,370,7,19,USFS,0,370,1.49739,428,2.568201724
1989,11,12,31.65,-92.41,370,7,0,USFS,0,370,1.49739,429,2.568201724
1996,3,20,31.36,-91.07,365,7,30,USFS,0,365,1.477155,430,2.562292864
1974,7,18,45.32,-116.36,365,7,18,USFS,1,365,1.477155,431,2.562292864
1996,5,4,47.25,-94.21,360,7,30,USFS,0,360,1.45692,432,2.556302501
1986,3,31,37.38,-83.26,360,7,0,USFS,0,360,1.45692,433,2.556302501
1977,4,9,35.66,-94.33,360,7,30,USFS,0,360,1.45692,434,2.556302501
1999,11,19,35.28,-84.23,360,7,19,USFS,0,360,1.45692,435,2.556302501
1996,6,29,33.78,-94.5,360,7,30,USFS,0,360,1.45692,436,2.556302501
1990,7,29,43.75,-121.55,360,7,0,USFS,0,360,1.45692,437,2.556302501
1991,9,24,45.16,-122.16,360,7,0,USFS,0,360,1.45692,438,2.556302501
1996,3,11,36.9,-92,357,7,18,USFS,0,357,1.444779,439,2.552668216
1994,4,3,33.2,-79.6,357,7,0,USFS,0,357,1.444779,440,2.552668216
1981,1,18,30.51,-89.06,356,7,19,USFS,0,356,1.440732,441,2.551449998
2000,6,6,34.55,-118.51,356,7,19,USFS,0,356,1.440732,442,2.551449998
2000,4,2,37.66,-91.29,355,7,30,USFS,0,355,1.436685,443,2.550228353
1999,11,19,35.35,-83.1,353,7,18,USFS,0,353,1.428591,444,2.547774705
1991,8,22,42.39,-121.37,352.1,7,0,USFS,0,352.1,1.4249487,445,2.546666025
1997,4,20,32.96,-79.66,352,7,30,USFS,0,352,1.424544,446,2.546542663
2000,1,9,37,-83.66,350,7,20,USFS,0,350,1.41645,447,2.544068044
2000,11,4,37.06,-83.83,350,7,18,USFS,0,350,1.41645,448,2.544068044
1991,10,26,36.03,-82.8,350,7,0,USFS,0,350,1.41645,449,2.544068044
1981,1,19,30.5,-89.05,350,7,19,USFS,0,350,1.41645,450,2.544068044
1986,3,9,33.3,-86.01,350,7,0,USFS,0,350,1.41645,451,2.544068044
1988,1,30,33.98,-89.8,350,7,0,USFS,0,350,1.41645,452,2.544068044
1988,2,28,31.12,-88.87,350,7,0,USFS,0,350,1.41645,453,2.544068044
1996,3,22,33.94,-85.46,350,7,19,USFS,0,350,1.41645,454,2.544068044
1979,7,26,44.33,-121.62,350,7,19,USFS,1,350,1.41645,455,2.544068044
1994,8,23,33.44,-117.63,350,7,0,USFS,0,350,1.41645,456,2.544068044
1975,9,5,36.83,-118.83,350,7,30,USFS,1,350,1.41645,457,2.544068044
1978,7,13,32.81,-116.8,350,7,19,USFS,1,350,1.41645,458,2.544068044
1979,7,15,34.4,-118.39,350,7,19,USFS,1,350,1.41645,459,2.544068044
1996,8,11,40.35,-111.57,350,7,19,USFS,0,350,1.41645,460,2.544068044
1983,7,7,41,-111.88,350,7,19,USFS,1,350,1.41645,461,2.544068044
1970,4,19,35.21,-84.26,348,7,19,USFS,0,348,1.408356,462,2.541579244
1977,6,26,36.06,-121.32,348,7,19,USFS,1,348,1.408356,463,2.541579244
1978,4,2,30.55,-88.95,346,7,19,USFS,0,346,1.400262,464,2.539076099
1987,3,20,36.81,-91.46,345,7,0,USFS,0,345,1.396215,465,2.537819095
1980,5,29,31.43,-110.43,345,7,19,USFS,1,345,1.396215,466,2.537819095
1986,3,30,37.28,-84.18,344,7,0,USFS,0,344,1.392168,467,2.536558443
1985,4,13,38.95,-78.3,344,7,19,USFS,0,344,1.392168,468,2.536558443
1995,3,19,37.65,-91.1,343,7,0,USFS,0,343,1.388121,469,2.53529412
1980,8,14,40.04,-120.97,342,7,19,USFS,1,342,1.384074,470,2.534026106
1993,6,17,34.58,-111.34,342,7,0,USFS,0,342,1.384074,471,2.534026106
1998,11,26,36.7,-91.06,340,7,18,USFS,0,340,1.37598,472,2.531478917
2000,4,29,37.28,-83.75,340,7,18,USFS,0,340,1.37598,473,2.531478917
1983,3,8,31.06,-94.33,340,7,30,USFS,0,340,1.37598,474,2.531478917
1988,2,25,31.64,-90.76,340,7,0,USFS,0,340,1.37598,475,2.531478917
1972,8,24,35.54,-118.63,340,7,19,USFS,1,340,1.37598,476,2.531478917
1991,11,6,36.61,-84.28,339,7,0,USFS,0,339,1.371933,477,2.530199698
1994,3,19,34.81,-89.36,338,7,0,USFS,0,338,1.367886,478,2.5289167
1995,4,2,30.2,-92.55,338,7,0,USFS,0,338,1.367886,479,2.5289167
1990,6,1,30.12,-84.97,336,7,0,USFS,0,336,1.359792,480,2.526339277
1991,2,10,30.58,-88.93,332,7,0,USFS,0,332,1.343604,481,2.521138084
1989,11,5,36.75,-91,330,7,0,USFS,0,330,1.33551,482,2.51851394
1976,2,28,34.81,-83.63,330,7,18,USFS,0,330,1.33551,483,2.51851394
1995,3,17,36.21,-82.11,330,7,0,USFS,0,330,1.33551,484,2.51851394
1973,9,5,42.18,-122.69,327,7,19,USFS,1,327,1.323369,485,2.514547753
1987,11,7,37.44,-84.26,325,7,0,USFS,0,325,1.315275,486,2.511883361
1988,3,24,37.03,-83.83,325,7,0,USFS,0,325,1.315275,487,2.511883361
1998,12,6,31.63,-92.53,325,7,30,USFS,0,325,1.315275,488,2.511883361
1996,8,25,43.64,-113.76,325,7,30,USFS,0,325,1.315275,489,2.511883361
1984,1,6,33.33,-85.86,323,7,18,USFS,0,323,1.307181,490,2.509202522
1980,11,16,34.17,-117.23,323,7,19,USFS,1,323,1.307181,491,2.509202522
1994,11,20,36.48,-82.07,320,7,0,USFS,0,320,1.29504,492,2.505149978
1988,3,23,32.07,-89.53,320,7,0,USFS,0,320,1.29504,493,2.505149978
1989,3,20,30.65,-88.87,320,7,0,USFS,0,320,1.29504,494,2.505149978
1979,7,8,33.65,-116.94,320,7,19,USFS,1,320,1.29504,495,2.505149978
1981,9,16,36.96,-119.34,320,7,30,USFS,1,320,1.29504,496,2.505149978
1985,12,21,40.52,-123.58,320,7,19,USFS,1,320,1.29504,497,2.505149978
1993,8,27,41.85,-115.98,320,7,0,USFS,0,320,1.29504,498,2.505149978
1970,12,4,35.93,-83.11,316,7,30,USFS,0,316,1.278852,499,2.499687083
1988,5,5,37.8,-91.93,316,7,0,USFS,0,316,1.278852,500,2.499687083
1985,8,31,37.98,-120.2,316,7,19,USFS,1,316,1.278852,501,2.499687083
1997,4,1,35.07,-84.5,315,7,19,USFS,0,315,1.274805,502,2.498310554
1996,6,11,33.88,-116.76,315,7,19,USFS,0,315,1.274805,503,2.498310554
1987,11,7,37.06,-83.8,313,7,0,USFS,0,313,1.266711,504,2.495544338
1989,4,16,36.93,-91.36,310,7,0,USFS,0,310,1.25457,505,2.491361694
1975,3,24,35.66,-94.48,310,7,21,USFS,9,310,1.25457,506,2.491361694
1991,3,12,34.55,-94.5,310,7,0,USFS,0,310,1.25457,507,2.491361694
1996,1,17,31,-92.93,309,7,30,USFS,0,309,1.250523,508,2.489958479
1974,5,12,32.43,-110.86,307,7,25,USFS,1,307,1.242429,509,2.487138375
1996,2,13,33.72,-94.58,306,7,18,USFS,0,306,1.238382,510,2.485721426
1987,11,3,37.25,-83.53,304,7,0,USFS,0,304,1.230288,511,2.482873584
1992,2,20,35.75,-94.48,303,7,0,USFS,0,303,1.226241,512,2.481442629
1978,8,22,33.75,-117.58,303,7,19,USFS,1,303,1.226241,513,2.481442629
1996,2,21,31.7,-92.67,300.5,7,30,USFS,0,300.5,1.2161235,514,2.477844476
1999,11,8,37.55,-83.9,300.3,7,18,USFS,0,300.3,1.2153141,515,2.477555332
1986,3,31,36.84,-92.03,300,7,0,USFS,0,300,1.2141,516,2.477121255
1987,11,13,36.91,-83.41,300,7,0,USFS,0,300,1.2141,517,2.477121255
1987,11,16,37.13,-83.48,300,7,0,USFS,0,300,1.2141,518,2.477121255
1971,4,26,35.8,-81.83,300,7,18,USFS,0,300,1.2141,519,2.477121255
1999,4,18,35.76,-82.14,300,7,19,USFS,0,300,1.2141,520,2.477121255
2000,11,2,35.75,-82.1,300,7,19,USFS,0,300,1.2141,521,2.477121255
1986,5,3,30.57,-88.97,300,7,0,USFS,0,300,1.2141,522,2.477121255
1988,3,14,31.09,-89.02,300,7,0,USFS,0,300,1.2141,523,2.477121255
1988,3,17,34.01,-88.98,300,7,0,USFS,0,300,1.2141,524,2.477121255
1988,3,20,31.16,-89.02,300,7,0,USFS,0,300,1.2141,525,2.477121255
1989,2,2,29.08,-81.83,300,7,0,USFS,0,300,1.2141,526,2.477121255
1992,4,28,30.46,-82.23,300,7,0,USFS,0,300,1.2141,527,2.477121255
1996,3,10,31.23,-92.78,300,7,30,USFS,0,300,1.2141,528,2.477121255
1996,11,24,34.79,-89.34,300,7,19,USFS,0,300,1.2141,529,2.477121255
1971,9,8,34.14,-117.77,300,7,19,USFS,1,300,1.2141,530,2.477121255
1985,9,14,33.44,-117.09,300,7,19,USFS,1,300,1.2141,531,2.477121255
1987,8,31,41.77,-123.35,300,7,0,USFS,0,300,1.2141,532,2.477121255
2000,7,22,32.76,-116.47,300,7,19,USFS,0,300,1.2141,533,2.477121255
1979,6,26,34.08,-112,300,7,19,USFS,1,300,1.2141,534,2.477121255
1999,6,12,31.72,-110.71,300,7,30,USFS,0,300,1.2141,535,2.477121255
1987,4,12,32.03,-89.64,299,7,0,USFS,0,299,1.210053,536,2.475671188
1975,7,24,37.6,-119.98,299,7,19,USFS,1,299,1.210053,537,2.475671188
1992,2,28,30.68,-88.93,298,7,0,USFS,0,298,1.206006,538,2.474216264
1981,1,26,32.95,-79.83,293,7,30,USFS,0,293,1.185771,539,2.46686762
1987,4,7,34.59,-89.43,292,7,0,USFS,0,292,1.181724,540,2.465382851
1991,3,12,34.51,-94.51,292,7,0,USFS,0,292,1.181724,541,2.465382851
1978,4,8,34.8,-84.13,291,7,18,USFS,0,291,1.177677,542,2.463892989
1992,4,4,34.23,-87.25,291,7,0,USFS,0,291,1.177677,543,2.463892989
1980,11,15,34.27,-118.33,290,7,19,USFS,1,290,1.17363,544,2.462397998
1992,9,14,31.04,-88.87,289,7,0,USFS,0,289,1.169583,545,2.460897843
1987,10,25,37.01,-83.55,287,7,0,USFS,0,287,1.161489,546,2.457881897
1996,2,14,37.62,-91.06,287,7,18,USFS,0,287,1.161489,547,2.457881897
1994,11,4,36.98,-83.55,286,7,0,USFS,0,286,1.157442,548,2.456366033
1992,4,30,33.04,-83.66,286,7,0,USFS,0,286,1.157442,549,2.456366033
2000,4,20,36.76,-90.61,285,7,19,USFS,0,285,1.153395,550,2.45484486
1971,4,3,33.84,-94.61,285,7,19,USFS,1,285,1.153395,551,2.45484486
1995,10,17,31.55,-93.83,285,7,0,USFS,0,285,1.153395,552,2.45484486
1996,12,16,31.63,-92.5,285,7,30,USFS,0,285,1.153395,553,2.45484486
1987,2,8,36.75,-91.13,284,7,0,USFS,0,284,1.149348,554,2.45331834
1970,3,15,31.45,-94.18,284,7,19,USFS,0,284,1.149348,555,2.45331834
1989,12,2,32.13,-89.62,283,7,0,USFS,0,283,1.145301,556,2.451786436
1990,11,12,37.35,-84.15,281,7,0,USFS,0,281,1.137207,557,2.44870632
1998,12,6,30.99,-92.85,281,7,0,USFS,0,281,1.137207,558,2.44870632
1998,11,26,36.71,-90.93,280,7,18,USFS,0,280,1.13316,559,2.447158031
1996,2,7,31.03,-92.96,280,7,30,USFS,0,280,1.13316,560,2.447158031
1991,8,10,44.27,-121.62,280,7,0,USFS,0,280,1.13316,561,2.447158031
1980,8,13,40.37,-122.98,280,7,19,USFS,1,280,1.13316,562,2.447158031
1980,8,23,36.98,-119.34,280,7,19,USFS,1,280,1.13316,563,2.447158031
1985,1,24,32.98,-79.8,279,7,30,USFS,0,279,1.129113,564,2.445604203
1995,9,12,32.06,-89.46,278,7,0,USFS,0,278,1.125066,565,2.444044796
1988,5,7,37.81,-91.96,277,7,0,USFS,0,277,1.121019,566,2.442479769
1987,3,8,47.1,-94.28,275,7,0,USFS,0,275,1.112925,567,2.439332694
1987,4,22,36.88,-92.07,275,7,0,USFS,0,275,1.112925,568,2.439332694
1998,11,25,36.81,-91.01,275,7,18,USFS,0,275,1.112925,569,2.439332694
1999,11,17,35.37,-83.85,275,7,0,USFS,0,275,1.112925,570,2.439332694
1987,3,23,34.62,-89.4,275,7,0,USFS,0,275,1.112925,571,2.439332694
1995,3,31,34.81,-94.5,275,7,0,USFS,0,275,1.112925,572,2.439332694
1988,4,30,36.35,-81.85,274,7,0,USFS,0,274,1.108878,573,2.437750563
1988,4,30,36.35,-81.85,274,7,0,USFS,0,274,1.108878,574,2.437750563
1987,11,5,37.23,-83.47,273,7,0,USFS,0,273,1.104831,575,2.436162647
1995,8,31,33.89,-116.74,273,7,0,USFS,0,273,1.104831,576,2.436162647
1981,11,2,42.28,-114.21,271,7,16,USFS,1,271,1.096737,577,2.432969291
1986,1,12,35.9,-92.91,270,7,0,USFS,0,270,1.09269,578,2.431363764
1999,10,30,35.47,-84.45,270,7,19,USFS,0,270,1.09269,579,2.431363764
1970,4,10,35.69,-94.37,270,7,30,USFS,1,270,1.09269,580,2.431363764
1987,11,7,32.12,-92.92,270,7,0,USFS,0,270,1.09269,581,2.431363764
1990,8,13,31.46,-88.8,270,7,0,USFS,0,270,1.09269,582,2.431363764
1998,12,6,31.7,-92.51,270,7,30,USFS,0,270,1.09269,583,2.431363764
1970,6,18,35.1,-120.14,270,7,19,USFS,1,270,1.09269,584,2.431363764
1974,8,31,32.88,-116.83,270,7,19,USFS,1,270,1.09269,585,2.431363764
1979,6,18,33.88,-117.65,270,7,19,USFS,1,270,1.09269,586,2.431363764
2000,10,31,37.05,-83.96,269,7,18,USFS,0,269,1.088643,587,2.42975228
1985,7,18,33.06,-79.65,269,7,30,USFS,0,269,1.088643,588,2.42975228
1996,4,10,36.62,-92.78,268,7,18,USFS,0,268,1.084596,589,2.428134794
1978,4,1,35.61,-80.73,267,7,18,USFS,0,267,1.080549,590,2.426511261
1996,3,3,36.03,-81.67,266,7,19,USFS,0,266,1.076502,591,2.424881637
1986,3,30,36.78,-91.03,265,7,0,USFS,0,265,1.072455,592,2.423245874
1971,5,5,35.01,-83.26,265,7,30,USFS,0,265,1.072455,593,2.423245874
1981,3,20,30.55,-88.96,265,7,19,USFS,0,265,1.072455,594,2.423245874
1998,7,22,34.09,-94.66,265,7,19,USFS,0,265,1.072455,595,2.423245874
1998,4,4,47.02,-93.88,262,7,19,USFS,0,262,1.060314,596,2.418301291
1980,11,7,37.16,-83.65,261,7,19,USFS,0,261,1.056267,597,2.416640507
1998,4,9,36.65,-92.82,261,7,18,USFS,0,261,1.056267,598,2.416640507
1991,11,2,37.25,-83.55,260,7,0,USFS,0,260,1.05222,599,2.414973348
2000,4,20,37.38,-91.2,260,7,30,USFS,0,260,1.05222,600,2.414973348
1988,11,11,31,-93.06,260,7,0,USFS,0,260,1.05222,601,2.414973348
1996,2,23,34.65,-89.22,260,7,18,USFS,0,260,1.05222,602,2.414973348
1975,3,3,33.03,-79.71,258,7,30,USFS,0,258,1.044126,603,2.411619706
1979,11,21,35.08,-84.51,257,7,19,USFS,0,257,1.040079,604,2.409933123
1996,7,13,43.95,-121.27,256.9,7,19,USFS,0,256.9,1.0396743,605,2.409764104
1978,4,1,34.75,-85,256,7,30,USFS,0,256,1.036032,606,2.408239965
1996,2,12,31.65,-90.74,255,7,8,USFS,0,255,1.031985,607,2.40654018
1980,11,9,36.98,-83.35,254,7,30,USFS,0,254,1.027938,608,2.404833717
1988,5,14,37.8,-91.98,254,7,0,USFS,0,254,1.027938,609,2.404833717
1980,11,1,35.79,-92.91,254,7,20,USFS,1,254,1.027938,610,2.404833717
1999,11,14,37.26,-84.23,253,7,18,USFS,0,253,1.023891,611,2.403120521
1985,3,15,33.05,-79.68,253,7,30,USFS,0,253,1.023891,612,2.403120521
2000,7,3,40.77,-111.81,253,7,26,USFS,0,253,1.023891,613,2.403120521
1972,11,21,34.62,-90.14,252,7,19,USFS,1,252,1.019844,614,2.401400541
1985,3,7,37.16,-83.66,250,7,19,USFS,0,250,1.01175,615,2.397940009
1998,11,25,36.61,-91.06,250,7,18,USFS,0,250,1.01175,616,2.397940009
1971,4,20,35.91,-81.75,250,7,18,USFS,0,250,1.01175,617,2.397940009
1981,11,14,34.88,-83.36,250,7,18,USFS,0,250,1.01175,618,2.397940009
1981,3,13,33.01,-79.7,250,7,30,USFS,0,250,1.01175,619,2.397940009
1988,1,29,31.55,-90.82,250,7,0,USFS,0,250,1.01175,620,2.397940009
1988,2,14,30.54,-88.85,250,7,0,USFS,0,250,1.01175,621,2.397940009
1988,2,14,30.81,-88.89,250,7,0,USFS,0,250,1.01175,622,2.397940009
1994,3,6,34.98,-94.25,250,7,0,USFS,0,250,1.01175,623,2.397940009
1996,2,20,31.18,-95.03,250,7,30,USFS,0,250,1.01175,624,2.397940009
1992,3,7,34.75,-94.61,250,7,0,USFS,0,250,1.01175,625,2.397940009
1980,10,28,33.88,-117.63,250,7,19,USFS,1,250,1.01175,626,2.397940009
1982,8,13,36.01,-118.81,250,7,19,USFS,1,250,1.01175,627,2.397940009
1994,8,1,37.13,-119.5,250,7,25,USFS,0,250,1.01175,628,2.397940009
1995,5,25,33.91,-116.72,250,7,0,USFS,0,250,1.01175,629,2.397940009
1987,8,4,40.81,-111.86,250,7,0,USFS,0,250,1.01175,630,2.397940009
1976,2,26,37.43,-84.25,249,7,19,USFS,0,249,1.007703,631,2.396199347
1987,11,1,37.23,-83.5,248,7,0,USFS,0,248,1.003656,632,2.394451681
1994,12,2,36.85,-93.07,248,7,0,USFS,0,248,1.003656,633,2.394451681
1984,3,24,34.88,-83.35,248,7,19,USFS,0,248,1.003656,634,2.394451681
1980,12,20,34.03,-89.81,248,7,19,USFS,0,248,1.003656,635,2.394451681
1981,3,18,30.51,-88.93,248,7,19,USFS,0,248,1.003656,636,2.394451681
1970,12,4,35.43,-83.91,247,7,19,USFS,0,247,0.999609,637,2.392696953
1995,3,24,37.36,-89.23,245,7,0,USFS,0,245,0.991515,638,2.389166084
